population_size,generations,crossover_rate,mutation_rate,use_2opt,num_runs,mean_distance_km,std_distance_km,min_distance_km,max_distance_km,mean_execution_time,std_execution_time,mean_improvement_pct,mean_convergence_gen,feasible_rate
300,80,0.9,0.5,False,3,18.2041,0.9574,17.3461,19.2369,0.61,0.01,73.0,8,100.0
500,20,0.6,0.01,True,3,16.7637,0.8848,16.2051,17.7839,0.71,0.01,68.04,7.7,100.0
500,20,0.6,0.01,False,3,19.8639,0.8798,19.0782,20.8145,0.27,0.0,51.87,8.3,66.7
500,20,0.6,0.05,True,3,16.8189,1.4978,15.2565,18.2425,0.71,0.01,65.99,9.3,100.0
500,20,0.6,0.05,False,3,16.6586,2.5271,14.9866,19.5657,0.24,0.01,57.35,8.7,100.0
500,20,0.6,0.2,True,3,17.5277,1.4395,15.8707,18.4699,0.65,0.01,65.87,8.7,100.0
500,20,0.6,0.2,False,3,19.3693,0.7783,18.5342,20.0744,0.27,0.0,60.24,9,66.7
500,20,0.6,0.5,True,3,16.7769,1.6608,14.8768,17.9517,0.82,0.03,68.28,8,100.0
500,20,0.6,0.5,False,3,16.849,1.6657,15.8873,18.7724,0.25,0.01,70.43,8,100.0
500,20,0.7,0.01,True,3,17.3049,1.4125,16.2189,18.9018,0.61,0.01,55.81,8,100.0
500,20,0.7,0.01,False,3,17.1753,1.8951,15.8847,19.351,0.26,0.02,68.08,7.7,100.0
500,20,0.7,0.05,True,3,17.7491,1.6679,16.2184,19.5267,0.74,0.01,65.58,9,100.0
500,20,0.7,0.05,False,3,19.4222,0.4657,19.1418,19.9598,0.27,0.02,72.17,8.7,100.0
500,20,0.7,0.2,True,3,16.6337,1.7388,14.8723,18.349,0.69,0.04,71.69,9,100.0
500,20,0.7,0.2,False,3,17.0364,1.1082,16.2189,18.2978,0.27,0.02,72.75,10.7,100.0
500,20,0.7,0.5,True,3,16.0505,0.7379,15.4101,16.8574,0.78,0.07,75.6,6.3,100.0
500,20,0.7,0.5,False,3,17.6213,1.1276,16.3619,18.5371,0.27,0.02,66.56,9.3,100.0
500,20,0.8,0.01,True,3,15.2264,0.6286,14.8635,15.9522,0.62,0.02,75.03,8.7,100.0
500,20,0.8,0.01,False,3,19.207,0.9038,18.349,20.1505,0.27,0.0,57.24,9.3,66.7
500,20,0.8,0.05,True,3,17.9698,0.5774,17.3147,18.4044,0.67,0.05,56.43,8,100.0
500,20,0.8,0.05,False,3,16.1985,0.7468,15.4101,16.8953,0.28,0.01,66.42,9.7,100.0
500,20,0.8,0.2,True,3,15.3589,0.0887,15.2565,15.4101,0.66,0.02,72.78,9,100.0
500,20,0.8,0.2,False,3,18.2499,1.9369,16.1366,19.9405,0.28,0.01,61.57,9.3,100.0
500,20,0.8,0.5,True,3,15.9861,0.6484,15.2565,16.4966,0.76,0.05,65.74,8.7,100.0
500,20,0.8,0.5,False,3,17.7526,1.6237,15.8919,18.8827,0.29,0.0,63.09,9,100.0
500,20,0.9,0.01,True,3,16.9741,1.3433,15.8707,18.4699,0.63,0.02,73.4,9.3,100.0
500,20,0.9,0.01,False,3,16.9119,1.1386,15.7417,18.016,0.28,0.02,72.17,8.7,100.0
500,20,0.9,0.05,True,3,15.7181,0.522,15.4101,16.3208,0.68,0.05,72.35,8.7,100.0
500,20,0.9,0.05,False,3,17.7056,1.0232,16.5818,18.5833,0.29,0.01,67.27,9.3,100.0
500,20,0.9,0.2,True,3,18.1336,0.8197,17.5022,19.06,0.69,0.05,66.29,8.3,100.0
500,20,0.9,0.2,False,3,17.4995,2.4449,15.4101,20.1884,0.26,0.02,66.39,10.7,66.7
500,20,0.9,0.5,True,3,15.7812,0.5455,15.2565,16.3453,0.77,0.06,73.97,8.7,100.0
500,20,0.9,0.5,False,3,16.7441,2.0413,15.2698,19.0739,0.3,0.01,69.09,11.3,100.0
500,40,0.6,0.01,True,3,18.4093,0.4008,17.965,18.7438,1.21,0.07,56.18,9,100.0
500,40,0.6,0.01,False,3,19.3411,1.2293,18.0378,20.4799,0.45,0.03,63.95,6.7,66.7
500,40,0.6,0.05,True,3,17.8811,0.4981,17.3294,18.2978,1.23,0.1,55.95,7.3,100.0
500,40,0.6,0.05,False,3,17.5625,1.8024,15.8886,19.4705,0.47,0.04,61.07,10,100.0
500,40,0.6,0.2,True,3,16.8459,1.4443,15.7524,18.4832,1.47,0.07,70.14,9,100.0
500,40,0.6,0.2,False,3,17.1475,1.765,16.0994,19.1853,0.49,0.04,62.16,9,100.0
500,40,0.6,0.5,True,3,17.0472,0.8743,16.3022,18.0098,1.48,0.1,60.67,10,100.0
500,40,0.6,0.5,False,3,17.0423,1.6927,15.8847,18.985,0.5,0.03,62.99,9,100.0
500,40,0.7,0.01,True,3,16.3694,2.1523,14.8635,18.8346,1.16,0.06,67.5,7.7,100.0
500,40,0.7,0.01,False,3,17.8532,1.7184,15.8707,18.9164,0.51,0.01,66.85,8.3,100.0
500,40,0.7,0.05,True,3,17.0729,2.2968,15.2698,19.6588,1.2,0.06,61.62,7.7,100.0
500,40,0.7,0.05,False,3,19.3884,0.6965,18.6568,20.0434,0.44,0.01,61.12,8.7,66.7
500,40,0.7,0.2,True,3,18.6389,0.4091,18.1904,18.9917,1.45,0.06,72.32,6.7,100.0
500,40,0.7,0.2,False,3,17.2269,2.1416,15.7417,19.6818,0.5,0.03,68.94,10.3,100.0
500,40,0.7,0.5,True,3,16.4492,2.0544,15.2565,18.8214,1.52,0.14,67.39,8,100.0
500,40,0.7,0.5,False,3,17.8325,1.1399,16.5367,18.6806,0.46,0.0,73.15,9.7,100.0
500,40,0.8,0.01,True,3,15.3121,0.0964,15.2565,15.4234,1.3,0.04,71.97,8,100.0
500,40,0.8,0.01,False,3,17.9742,1.2632,16.6576,19.1762,0.45,0.01,65.38,9.3,100.0
500,40,0.8,0.05,True,3,16.6749,1.5723,15.6674,18.4866,1.34,0.11,69.62,8.7,100.0
500,40,0.8,0.05,False,3,16.9375,1.0001,15.9522,17.9517,0.46,0.01,67.16,10.3,100.0
500,40,0.8,0.2,True,3,15.8898,0.0094,15.884,15.9006,1.33,0.06,70.22,8.3,100.0
500,40,0.8,0.2,False,3,16.4155,1.0559,15.4101,17.5155,0.65,0.28,71.17,10,100.0
500,40,0.8,0.5,True,3,17.3009,1.3063,15.9006,18.4866,3.66,0.06,69.33,7.7,100.0
500,40,0.8,0.5,False,3,18.4126,0.4506,17.9361,18.8318,1.21,0.03,60.86,9.7,100.0
500,40,0.9,0.01,True,3,16.5023,1.1935,15.7417,17.8778,3.36,0.29,64.17,7,100.0
500,40,0.9,0.01,False,3,17.544,1.1267,16.2573,18.3536,1.21,0.07,65.05,8.7,100.0
500,40,0.9,0.05,True,3,17.3196,1.3693,15.7417,18.1959,3.34,0.11,68.19,8.7,100.0
500,40,0.9,0.05,False,3,17.7906,0.8604,17.1014,18.7549,1.26,0.1,61.11,8.3,100.0
500,40,0.9,0.2,True,3,15.4672,0.3535,15.2565,15.8753,3.6,0.24,67.89,7.7,100.0
500,40,0.9,0.2,False,3,15.8736,0.603,15.2698,16.4757,1.09,0.34,70.51,9.3,100.0
500,40,0.9,0.5,True,3,17.5669,1.4737,15.8707,18.5323,1.39,0.02,72.29,8.7,100.0
500,40,0.9,0.5,False,3,17.9488,1.0521,16.7665,18.782,0.54,0.01,65.68,9.7,100.0
500,80,0.6,0.01,True,3,15.6274,0.5028,15.2698,16.2023,3.06,0.96,71.42,9,100.0
500,80,0.6,0.01,False,3,19.0146,0.9323,17.9563,19.7147,2.88,0.02,59.71,10,100.0
500,80,0.6,0.05,True,3,17.3514,2.6932,15.4234,20.4286,6.37,0.52,59.74,6,66.7
500,80,0.6,0.05,False,3,19.8361,0.6227,19.2141,20.4595,2.13,0.02,68.2,6,66.7
500,80,0.6,0.2,True,3,18.6068,0.4807,18.2425,19.1516,6.4,0.61,67.13,7.7,100.0
500,80,0.6,0.2,False,3,17.9301,1.4298,16.2948,18.9445,2.11,0.03,67.31,10,100.0
500,80,0.6,0.5,True,3,15.9236,0.7743,15.2565,16.7727,6.78,0.24,62.14,8.3,100.0
500,80,0.6,0.5,False,3,17.6856,1.8077,16.5367,19.7692,2.21,0.06,69.79,9.7,100.0
500,80,0.7,0.01,True,3,16.1109,0.9767,15.2565,17.1757,6.53,0.76,70.18,8,100.0
500,80,0.7,0.01,False,3,18.5236,1.6184,16.8999,20.1366,0.98,0.16,64.37,11.3,66.7
500,80,0.7,0.05,True,3,16.0307,0.2512,15.884,16.3208,2.55,0.04,67.95,8.3,100.0
500,80,0.7,0.05,False,3,17.5372,1.418,15.9006,18.3998,1.13,0.33,64.51,8,100.0
500,80,0.7,0.2,True,3,17.3027,1.1134,16.2051,18.4313,6.53,0.24,70.18,8.3,100.0
500,80,0.7,0.2,False,3,18.3621,0.3189,18.0004,18.6026,2.24,0.14,64.68,9,100.0
500,80,0.7,0.5,True,3,16.1038,0.7395,15.2698,16.6797,8.05,1.41,68.26,8.7,100.0
500,80,0.7,0.5,False,3,16.8233,2.1801,15.2698,19.3155,2.27,0.14,76.46,9.3,100.0
500,80,0.8,0.01,True,3,17.0406,1.0457,15.8873,17.9271,5.96,0.06,68.69,9,100.0
500,80,0.8,0.01,False,3,18.7621,0.1847,18.5559,18.9122,2.13,0.02,60.69,9.3,100.0
500,80,0.8,0.05,True,3,15.1278,0.2445,14.9866,15.4101,6.05,0.12,73.52,7,100.0
500,80,0.8,0.05,False,3,18.2887,0.6922,17.5155,18.8506,2.31,0.14,60.07,9,100.0
500,80,0.8,0.2,True,3,17.4347,1.7421,15.4234,18.4699,6.6,0.36,61.88,7,100.0
500,80,0.8,0.2,False,3,16.9118,1.691,15.4101,18.7434,2.48,0.26,63.15,9,100.0
500,80,0.8,0.5,True,3,17.0201,1.6342,15.2565,18.4832,7.35,0.32,65.56,7,100.0
500,80,0.8,0.5,False,3,17.3532,1.302,15.8707,18.3111,1.68,0.74,64.86,10,100.0
500,80,0.9,0.01,True,3,16.2227,1.6836,14.8768,18.1105,2.37,0.13,71.47,7.7,100.0
500,80,0.9,0.01,False,3,19.3706,0.5117,18.8513,19.8744,0.87,0.01,65.34,8,100.0
500,80,0.9,0.05,True,3,16.3213,1.1273,15.2565,17.5022,2.61,0.09,70.5,10,100.0
500,80,0.9,0.05,False,3,17.5531,1.0659,16.3453,18.3623,1.02,0.1,66.82,9.7,100.0
500,80,0.9,0.2,True,3,15.7316,0.2673,15.4234,15.9006,5.57,1.75,69.38,9,100.0
500,80,0.9,0.2,False,3,15.7227,0.2708,15.4101,15.8873,2.23,0.02,76.09,7.7,100.0
500,80,0.9,0.5,True,3,16.207,1.1431,15.2698,17.4806,7.07,0.08,69.87,8.7,100.0
500,80,0.9,0.5,False,3,17.5114,1.9064,15.4234,19.1592,2.28,0.04,66.42,11,100.0
700,20,0.6,0.01,True,3,17.3666,1.8359,15.2565,18.5981,2.25,0.06,57.18,6.7,100.0
700,20,0.6,0.01,False,3,15.6903,0.3774,15.2565,15.9436,0.88,0.03,70.25,9.3,100.0
700,20,0.6,0.05,True,3,16.9771,1.3689,15.4234,18.0056,2.54,0.02,61.43,8.7,100.0
700,20,0.6,0.05,False,3,17.9346,0.5441,17.3822,18.4699,0.89,0.03,61.12,9.7,100.0
700,20,0.6,0.2,True,3,16.6364,1.8581,15.2698,18.7521,2.4,0.08,70.56,9,100.0
700,20,0.6,0.2,False,3,18.4475,0.8272,17.5022,19.0386,0.89,0.03,62.38,9.7,100.0
700,20,0.6,0.5,True,3,16.3641,1.4103,15.2565,17.9517,2.74,0.09,64.8,8.7,100.0
700,20,0.6,0.5,False,3,17.377,1.8685,15.2698,18.8318,0.93,0.04,58.18,8.7,100.0
700,20,0.7,0.01,True,3,16.2258,1.4129,15.4101,17.8573,2.31,0.03,71.2,9,100.0
700,20,0.7,0.01,False,3,18.3228,2.4785,15.884,20.8392,0.89,0.03,59.01,11,66.7
700,20,0.7,0.05,True,3,15.6651,0.6955,14.8856,16.2223,2.3,0.01,67.71,9,100.0
700,20,0.7,0.05,False,3,18.5652,0.2287,18.3888,18.8236,0.89,0.04,52.25,9,100.0
700,20,0.7,0.2,True,3,15.7599,0.1029,15.6674,15.8707,2.44,0.04,59.9,7.7,100.0
700,20,0.7,0.2,False,3,16.3119,1.5389,15.4234,18.0888,0.88,0.03,64.84,10.3,100.0
700,20,0.7,0.5,True,3,15.5169,0.3176,15.2565,15.8707,2.72,0.12,67.63,9,100.0
700,20,0.7,0.5,False,3,17.2468,1.748,15.2565,18.5323,1.07,0.06,68.04,9,100.0
700,20,0.8,0.01,True,3,15.0355,0.201,14.8635,15.2565,2.31,0.02,68.44,8.7,100.0
700,20,0.8,0.01,False,3,16.8191,1.7303,15.7417,18.815,0.89,0.02,68.26,10,100.0
700,20,0.8,0.05,True,3,16.0748,1.8773,14.9866,18.2425,2.4,0.06,70.32,9,100.0
700,20,0.8,0.05,False,3,17.2321,2.094,14.8768,18.8833,0.9,0.01,48.01,8.7,100.0
700,20,0.8,0.2,True,3,15.574,0.2725,15.4101,15.8886,2.44,0.03,60.28,8.3,100.0
700,20,0.8,0.2,False,3,17.5826,0.7923,16.6682,18.0658,0.9,0.02,56.86,9.7,100.0
700,20,0.8,0.5,True,3,16.9401,1.9396,15.7417,19.1779,2.59,0.1,70.21,7,100.0
700,20,0.8,0.5,False,3,16.5834,1.1965,15.8847,17.965,0.93,0.01,63.88,8.7,100.0
700,20,0.9,0.01,True,3,16.2984,1.1316,15.2565,17.5022,2.35,0.02,73.4,7.3,100.0
700,20,0.9,0.01,False,3,18.1918,1.7206,16.2051,19.1926,0.89,0.01,61.5,8.7,100.0
700,20,0.9,0.05,True,3,17.459,1.3788,15.8707,18.349,2.38,0.02,64.5,8.7,100.0
700,20,0.9,0.05,False,3,16.8154,2.4111,15.4234,19.5995,0.9,0.02,59.54,8.3,100.0
700,20,0.9,0.2,True,3,15.8785,1.4208,14.8635,17.5022,2.76,0.12,72.54,8,100.0
700,20,0.9,0.2,False,3,17.4071,1.3519,15.8707,18.4146,0.92,0.01,59.92,7.7,100.0
700,20,0.9,0.5,True,3,15.4101,0.0,15.4101,15.4101,2.65,0.05,56.66,8.3,100.0
700,20,0.9,0.5,False,3,16.4245,0.9333,15.884,17.5022,1.0,0.1,68.65,9.7,100.0
700,40,0.6,0.01,True,3,16.1776,0.6448,15.7436,16.9186,5.41,0.16,67.91,10.3,100.0
700,40,0.6,0.01,False,3,19.1237,0.6888,18.5981,19.9035,2.01,0.02,60.11,10.7,100.0
700,40,0.6,0.05,True,3,16.1926,1.159,14.9999,17.3147,4.9,0.49,70.63,8.3,100.0
700,40,0.6,0.05,False,3,16.7137,1.7451,15.2698,18.6529,1.56,0.07,66.35,12.3,100.0
700,40,0.6,0.2,True,3,16.8565,2.0067,15.4234,19.1499,5.46,0.58,53.73,8.3,100.0
700,40,0.6,0.2,False,3,15.7318,0.2671,15.4234,15.8873,1.96,0.14,71.08,9.3,100.0
700,40,0.6,0.5,True,3,16.5521,1.5853,15.4101,18.3621,6.29,0.3,67.97,8.7,100.0
700,40,0.6,0.5,False,3,17.1916,1.6881,15.2565,18.3621,2.04,0.09,66.55,12.3,100.0
700,40,0.7,0.01,True,3,16.8501,1.9,15.4101,19.0035,6.44,0.7,67.07,6,100.0
700,40,0.7,0.01,False,3,16.7373,1.6586,15.4101,18.5966,2.24,0.09,67.52,10.3,100.0
700,40,0.7,0.05,True,3,16.142,1.1957,15.2565,17.5022,4.91,0.71,67.78,9.3,100.0
700,40,0.7,0.05,False,3,16.985,1.3753,15.4234,18.016,1.59,0.02,60.83,10.3,100.0
700,40,0.7,0.2,True,3,17.2526,1.6229,15.4101,18.4699,4.61,0.04,62.36,9.3,100.0
700,40,0.7,0.2,False,3,16.7651,1.6826,15.4234,18.6529,1.64,0.04,69.17,8.7,100.0
700,40,0.7,0.5,True,3,16.5333,1.6396,15.2565,18.3823,5.12,0.07,72.75,8.3,100.0
700,40,0.7,0.5,False,3,17.5909,0.7948,16.8441,18.4263,1.64,0.02,63.73,9.3,100.0
700,40,0.8,0.01,True,3,16.2836,1.7559,15.2698,18.3111,4.64,0.15,72.02,9,100.0
700,40,0.8,0.01,False,3,19.0721,0.6668,18.3024,19.4751,1.67,0.12,63.63,8.3,100.0
700,40,0.8,0.05,True,3,16.4252,1.3558,15.4101,17.965,2.67,1.74,69.57,8.3,100.0
700,40,0.8,0.05,False,3,16.5056,0.5546,15.8707,16.8953,0.74,0.09,72.2,9,100.0
700,40,0.8,0.2,True,3,16.5324,1.7058,15.2565,18.4699,1.97,0.17,68.12,9.3,100.0
700,40,0.8,0.2,False,3,15.7819,0.4825,15.2565,16.2051,0.77,0.05,74.26,9,100.0
700,40,0.8,0.5,True,3,15.2654,0.0077,15.2565,15.2698,2.18,0.12,65.88,8.3,100.0
700,40,0.8,0.5,False,3,16.4398,1.9069,15.2565,18.6396,0.66,0.01,69.9,9,100.0
700,40,0.9,0.01,True,3,16.2305,1.552,15.2565,18.0202,1.89,0.16,60.1,9.3,100.0
700,40,0.9,0.01,False,3,16.3011,1.563,14.9866,18.0293,0.71,0.03,63.89,8,100.0
700,40,0.9,0.05,True,3,16.1593,1.5638,15.2565,17.965,1.89,0.12,63.22,7.3,100.0
700,40,0.9,0.05,False,3,16.4758,1.4528,15.4234,18.1333,0.73,0.06,66.8,9,100.0
700,40,0.9,0.2,True,3,16.4289,0.9411,15.8707,17.5155,1.9,0.14,63.49,9,100.0
700,40,0.9,0.2,False,3,16.8686,1.7026,15.8707,18.8346,0.71,0.04,71.12,9.3,100.0
700,40,0.9,0.5,True,3,15.2609,0.0077,15.2565,15.2698,2.11,0.07,75.85,8.3,100.0
700,40,0.9,0.5,False,3,15.6629,0.7039,15.2565,16.4757,0.7,0.05,70.27,8.7,100.0
700,80,0.6,0.01,True,3,18.1913,2.7861,16.128,21.3606,4.24,1.21,47.51,6,66.7
700,80,0.6,0.01,False,3,17.4927,1.8047,15.4101,18.5981,3.12,0.13,64.8,8.7,100.0
700,80,0.6,0.05,True,3,15.2654,0.0077,15.2565,15.2698,8.4,0.07,71.86,7.7,100.0
700,80,0.6,0.05,False,3,18.5835,0.9775,17.5155,19.4336,3.0,0.04,63.94,10,100.0
700,80,0.6,0.2,True,3,16.9851,1.5867,15.4101,18.5833,6.18,3.09,67.1,7,100.0
700,80,0.6,0.2,False,3,17.1556,1.1515,15.8707,18.094,1.43,0.17,60.22,8,100.0
700,80,0.6,0.5,True,3,17.0298,1.1272,16.1413,18.2978,9.76,0.75,69.97,6.3,100.0
700,80,0.6,0.5,False,3,16.1935,1.1334,15.2565,17.4532,3.1,0.03,66.63,11.3,100.0
700,80,0.7,0.01,True,3,16.3876,1.7008,14.9954,18.2833,8.64,0.45,63.03,8,100.0
700,80,0.7,0.01,False,3,18.719,1.007,17.9494,19.8587,3.03,0.02,58.59,8.3,100.0
700,80,0.7,0.05,True,3,16.5887,1.6586,15.4101,18.4854,8.48,0.03,63.85,6.3,100.0
700,80,0.7,0.05,False,3,16.7652,1.5263,15.884,18.5277,3.04,0.02,73.5,9,100.0
700,80,0.7,0.2,True,3,17.0963,1.2284,16.1579,18.4866,9.28,0.43,72.92,10.3,100.0
700,80,0.7,0.2,False,3,18.9903,0.2442,18.8346,19.2718,3.1,0.03,58.73,9.3,100.0
700,80,0.7,0.5,True,3,16.989,1.5035,15.2565,17.9517,9.8,0.45,60.4,8,100.0
700,80,0.7,0.5,False,3,15.6245,0.5066,15.2565,16.2023,3.42,0.37,66.39,9,100.0
700,80,0.8,0.01,True,3,16.1141,1.4726,14.8635,17.7371,9.13,0.55,62.92,10.3,100.0
700,80,0.8,0.01,False,3,17.1361,1.2575,15.8873,18.4021,3.1,0.04,62.37,9,100.0
700,80,0.8,0.05,True,3,16.0649,1.6396,14.9866,17.9517,8.93,0.47,64.97,8,100.0
700,80,0.8,0.05,False,3,17.8918,1.7715,15.8707,19.1754,1.45,0.42,59.97,7.7,100.0
700,80,0.8,0.2,True,3,16.8939,1.4728,15.2565,18.1105,3.8,0.23,69.56,8,100.0
700,80,0.8,0.2,False,3,17.759,1.688,15.8707,19.1216,1.49,0.04,61.26,9.7,100.0
700,80,0.8,0.5,True,3,15.1255,0.2269,14.8635,15.2565,4.19,0.28,67.97,8.7,100.0
700,80,0.8,0.5,False,3,16.7854,1.3077,15.8707,18.2833,1.29,0.08,68.9,11,100.0
700,80,0.9,0.01,True,3,15.1255,0.2269,14.8635,15.2565,3.97,0.27,64.97,8.7,100.0
700,80,0.9,0.01,False,3,18.1409,0.2461,17.8573,18.2978,1.47,0.17,61.88,9.3,100.0
700,80,0.9,0.05,True,3,16.4117,1.6472,15.2565,18.2978,4.07,0.29,62.48,7.7,100.0
700,80,0.9,0.05,False,3,16.5049,0.661,15.7417,16.8953,1.31,0.1,67.3,12.7,100.0
700,80,0.9,0.2,True,3,16.3871,1.8269,15.2565,18.4948,3.62,0.01,74.62,6.3,100.0
700,80,0.9,0.2,False,3,17.4564,1.9103,15.2698,18.8015,1.3,0.08,70.75,11.3,100.0
700,80,0.9,0.5,True,3,15.1255,0.2269,14.8635,15.2565,4.19,0.14,72.08,7.3,100.0
700,80,0.9,0.5,False,3,15.3903,0.5111,14.8635,15.884,1.4,0.08,68.6,9.3,100.0
